,id,winning_team,blue_wards_placed,blue_wards_killed,blue_champions_killed,blue_elites_killed,blue_plates_destroyed,blue_turrets_destroyed,blue_total_gold,blue_average_level,blue_jungle_monsters_killed,blue_minions_killed,blue_first_blood,red_wards_placed,red_wards_killed,red_champions_killed,red_elites_killed,red_plates_destroyed,red_turrets_destroyed,red_total_gold,red_average_level,red_jungle_monsters_killed,red_minions_killed,red_first_blood,red_first_blodd
5122,NA1_4455701449,100,10,2,5,1,0,0,16024,7.0,62,224,0,12,2,8,0,1,0,16747,7.0,52,219,0,1.0
5123,NA1_4447152068,100,15,3,15,2,8,1,24328,7.6,72,241,1,80,1,4,0,1,0,14897,6.6,56,169,0,
5124,NA1_4446201171,200,18,2,5,1,5,1,18572,6.8,68,255,0,13,4,7,0,0,0,16915,6.8,58,198,0,1.0
5125,NA1_4444811298,200,15,4,3,0,0,0,14846,6.6,55,219,0,13,3,7,0,1,0,17315,7.4,52,255,0,1.0
5126,NA1_4443657131,100,17,0,5,2,5,0,17381,6.8,62,227,1,15,2,2,0,0,0,14004,6.4,60,188,0,
5127,NA1_4441738380,100,12,3,9,0,1,0,17323,7.2,60,200,0,21,2,5,0,1,0,16464,7.0,62,219,0,1.0
5128,NA1_4490130327,200,15,3,3,0,0,0,14579,6.8,46,206,0,15,4,5,1,3,0,16310,7.0,46,212,0,1.0
5129,NA1_4489421524,100,16,2,12,0,3,0,18972,7.0,52,233,1,11,5,8,0,4,0,17341,6.8,52,223,0,
5130,NA1_4489415863,200,15,3,8,1,1,0,17186,6.6,48,205,0,12,3,12,0,3,0,20459,7.0,34,224,0,1.0
5131,NA1_4489395187,100,25,1,4,1,0,0,15167,7.0,56,218,1,13,4,2,1,1,0,15499,7.0,72,226,0,
5132,NA1_4489380923,100,15,4,6,0,1,0,16602,6.8,56,230,1,17,2,5,1,2,0,16416,6.6,56,212,0,
5133,NA1_4489335709,200,43,1,7,1,2,0,15816,6.6,48,148,1,16,3,12,0,3,0,18968,7.0,66,201,0,
5134,NA1_4489316484,200,10,7,4,0,1,0,16388,6.8,68,226,1,14,1,15,0,0,0,19365,7.0,36,206,0,
5135,NA1_4488893327,100,19,2,10,0,0,0,17980,7.0,44,212,1,12,5,6,0,2,0,16898,7.0,52,247,0,
5136,NA1_4488877829,200,19,3,3,0,1,0,15452,6.6,48,235,0,15,4,11,1,0,0,18954,7.2,56,229,0,1.0
5139,NA1_4506549875,200,16,4,7,2,2,0,17574,7.0,56,202,0,55,6,10,0,1,0,17396,7.0,40,216,0,1.0
5140,NA1_4506530637,200,60,1,9,1,3,0,17909,7.2,56,185,0,14,4,4,1,1,0,16257,7.0,55,200,0,1.0
5142,NA1_4506524089,200,14,3,1,0,2,0,14985,7.0,68,232,1,151,3,7,2,6,1,19760,7.4,64,233,0,
5143,NA1_4506508647,100,73,3,7,2,0,0,16775,7.0,64,190,1,36,0,6,0,0,0,16964,7.2,60,210,0,
5144,NA1_4506463478,200,7,3,4,0,2,0,16360,7.0,68,204,0,43,1,8,1,4,0,18688,7.0,48,211,0,1.0
5145,NA1_4506449676,200,16,1,3,0,1,0,15676,6.8,60,231,0,16,2,10,1,2,0,17722,7.0,59,189,0,1.0
5146,NA1_4506429502,100,16,2,4,0,1,0,15887,7.0,64,232,1,14,3,7,2,2,0,17853,7.0,60,246,0,
5147,NA1_4506224664,200,12,0,9,0,0,0,16541,6.6,48,157,1,14,0,10,0,4,0,19614,6.8,58,219,0,
5148,NA1_4495540455,200,11,0,8,0,2,0,16715,6.8,52,198,0,13,0,14,1,2,0,19867,7.6,55,211,0,1.0
5149,NA1_4495498513,200,12,1,7,1,1,0,18289,6.6,60,211,1,25,0,11,1,0,0,17402,7.2,47,219,0,
5150,NA1_4495463734,100,15,4,5,0,5,0,17824,7.2,40,247,1,12,6,6,1,2,0,16605,7.0,60,191,0,
5151,NA1_4495413887,200,20,3,10,1,1,0,17830,6.6,36,212,0,14,5,6,0,4,0,17937,6.6,60,204,0,1.0
5152,NA1_4495372489,200,13,1,8,1,3,0,18631,7.4,54,208,0,13,2,9,1,3,0,18363,7.0,68,202,0,1.0
5153,NA1_4495337414,200,5,0,0,0,0,0,2953,1.2,4,10,0,3,0,0,0,0,0,2986,1.2,8,9,0,
5154,NA1_4495268922,200,18,1,6,0,4,0,17836,6.6,67,190,0,14,3,12,1,2,0,18805,7.0,52,200,0,1.0
5155,NA1_4495156106,100,166,1,8,0,3,0,18581,7.6,76,254,1,14,1,4,0,2,0,15212,6.8,52,202,0,
5156,NA1_4494792891,200,13,1,4,1,1,0,15336,6.8,64,194,0,12,2,7,0,1,0,17151,7.2,59,225,0,1.0
5157,NA1_4494742359,200,11,1,3,1,0,0,15977,7.2,64,226,0,13,1,3,0,0,0,15331,6.8,52,227,0,1.0
5158,NA1_4495463018,200,14,3,2,0,2,0,15270,7.4,52,230,0,14,3,5,1,5,0,17721,7.2,64,230,0,1.0
5159,NA1_4495431384,100,20,4,10,2,3,0,19991,7.2,64,238,1,16,2,5,0,0,0,16258,6.8,58,209,0,
5160,NA1_4495391647,100,16,1,8,1,5,0,18464,6.8,67,200,0,17,2,16,0,5,0,22200,7.4,52,212,0,1.0
5161,NA1_4495361779,100,57,2,5,0,0,0,17205,7.0,64,218,1,15,1,3,0,0,0,15301,7.0,69,200,0,
5162,NA1_4494596489,200,53,7,7,0,0,0,16850,7.2,56,198,1,17,3,5,1,2,0,16602,7.0,60,216,0,
5164,NA1_4494513077,100,15,2,8,0,3,0,17920,7.0,63,208,1,13,4,6,0,4,0,17100,7.2,56,205,0,
5165,NA1_4408371799,100,16,5,9,1,1,0,17886,6.8,40,205,0,18,3,8,0,3,0,17059,6.8,63,205,0,1.0
5166,NA1_4408346773,100,15,3,8,0,3,0,18031,7.0,63,221,1,23,2,6,1,4,0,16879,6.4,48,201,0,
5167,NA1_4406790897,100,21,2,11,0,0,0,19713,7.2,59,215,1,17,1,5,0,3,0,15262,6.8,60,186,0,
5168,NA1_4503778813,100,15,3,10,1,3,0,17755,7.4,44,230,0,12,1,7,0,1,0,17031,7.0,44,208,0,1.0
5169,NA1_4503741998,200,10,3,1,0,0,0,14307,7.0,56,218,0,12,2,4,0,2,0,16331,7.0,71,241,0,1.0
5171,NA1_4503499277,100,13,1,6,0,2,0,16516,6.8,44,238,1,12,5,4,1,2,0,15481,7.0,44,213,0,
5172,NA1_4493045078,100,18,5,9,2,4,0,18166,6.2,60,171,0,17,3,6,0,5,0,16942,6.6,56,215,0,1.0
5173,NA1_4493019136,200,13,2,4,0,0,0,15262,6.8,60,205,1,14,1,9,2,1,0,17495,6.8,56,188,0,
5176,NA1_4492922142,100,202,4,8,2,2,0,17278,7.0,56,182,1,34,1,5,0,3,0,15807,7.0,52,223,0,
5177,NA1_4492881517,200,14,3,6,1,0,0,15834,6.4,48,201,0,13,2,14,1,0,0,19529,6.8,60,178,0,1.0
5178,NA1_4491883753,100,17,4,15,1,7,0,21317,7.4,48,213,0,14,4,10,0,2,0,18599,7.0,67,178,0,1.0
5179,NA1_4491845178,100,21,1,9,1,4,0,19087,7.2,51,235,1,17,1,6,0,3,0,16771,6.8,60,209,0,
5180,NA1_4491551869,100,13,0,9,0,2,0,17212,6.6,42,191,1,14,1,9,0,2,0,17079,7.0,54,197,0,
5181,NA1_4491524086,200,12,5,5,1,2,0,16004,6.8,52,214,0,18,2,5,1,1,0,16463,7.0,80,204,0,1.0
5182,NA1_4491506064,200,13,2,2,0,3,0,15460,6.8,68,258,0,16,2,5,1,3,0,17113,7.0,60,244,0,1.0
5183,NA1_4491489966,200,21,7,4,0,0,0,15904,6.8,36,253,1,18,3,4,1,2,0,16686,7.2,56,267,0,
5184,NA1_4491060815,200,15,3,4,1,1,0,16454,7.0,44,216,0,18,1,7,1,3,0,18356,7.4,63,247,0,1.0
5185,NA1_4490966538,100,15,1,7,0,3,0,17577,7.0,52,214,1,13,3,3,0,2,0,15483,6.6,48,223,0,
5187,NA1_4490785263,100,20,3,11,1,3,0,20244,7.2,50,234,1,14,1,10,0,1,0,18448,6.8,52,213,0,
5189,NA1_4506787015,200,17,3,12,0,0,0,19542,7.2,64,194,1,12,1,8,1,4,0,18432,7.2,63,230,0,
5190,NA1_4506265357,200,17,5,2,0,4,0,15721,6.6,40,235,1,51,5,7,0,3,0,17608,7.0,52,214,0,
5192,NA1_4503487330,100,0,0,0,0,0,0,2627,1.0,4,2,0,0,0,0,0,0,0,2500,1.0,0,0,0,
5193,NA1_4503113610,200,16,3,5,1,2,0,16171,6.6,68,200,0,17,3,10,0,5,0,19383,6.8,55,204,0,1.0
5194,NA1_4502827523,100,14,4,13,1,4,0,19737,7.4,64,238,1,14,1,7,0,0,0,16665,7.0,64,185,0,
5197,NA1_4501958992,100,13,3,13,1,4,0,20464,7.0,64,202,0,11,0,7,0,1,0,15946,6.4,44,163,0,1.0
5198,NA1_4490517143,100,16,5,5,2,2,0,18032,7.2,69,252,1,18,5,1,0,0,0,14227,7.0,43,234,0,
5199,NA1_4490496365,100,17,2,8,1,5,0,18196,7.2,44,232,1,11,2,7,0,1,0,16299,7.0,60,197,0,
5200,NA1_4490068494,100,11,3,6,0,4,0,16981,7.2,46,215,1,14,1,14,1,1,0,18658,7.2,44,187,0,
5201,NA1_4490039946,100,14,2,12,1,4,0,19489,7.4,68,210,1,16,1,4,0,1,0,15646,6.8,49,188,0,
5202,NA1_4489987176,200,15,0,6,1,3,0,16494,7.2,68,212,1,13,4,5,1,2,0,15743,6.8,56,206,0,
5203,NA1_4489949965,100,17,7,7,0,2,0,17144,7.2,56,199,1,18,1,3,0,2,0,14795,6.6,48,197,0,
5204,NA1_4489906718,200,15,1,7,0,4,0,17650,6.8,52,212,0,7,0,3,0,1,0,14710,6.8,64,179,0,1.0
5205,NA1_4489752900,100,10,2,4,1,6,0,16354,7.0,52,222,0,11,0,6,1,1,0,16479,7.0,62,223,0,1.0
5206,NA1_4489717384,200,15,3,9,1,1,0,18398,7.2,60,194,1,16,3,7,1,2,0,17707,7.2,56,229,0,
5207,NA1_4489702793,200,14,3,5,0,1,0,16007,7.0,64,198,1,14,3,5,0,2,0,16879,7.2,69,233,0,
5208,NA1_4504436007,200,22,8,10,1,1,0,17587,7.2,46,225,0,18,4,6,0,0,0,16604,7.0,50,236,0,1.0
5210,NA1_4504350933,200,21,3,4,0,1,0,16591,7.2,71,242,1,13,1,5,2,2,0,17251,7.2,64,236,0,
5211,NA1_4503843109,200,12,2,6,0,5,0,18194,7.2,76,243,1,12,1,8,1,1,0,17657,6.8,60,207,0,
5212,NA1_4503805933,100,18,3,8,1,3,0,18206,7.2,76,197,0,14,3,5,0,1,0,16495,6.4,60,211,0,1.0
5213,NA1_4503680672,200,13,4,8,0,0,0,17443,7.0,76,207,1,17,4,9,1,4,0,18856,7.4,59,229,0,
5214,NA1_4500854855,200,10,3,5,1,1,0,17018,7.2,72,251,0,14,3,5,0,2,0,17418,7.0,60,225,0,1.0
5215,NA1_4500387378,100,14,4,4,1,2,0,16038,6.8,60,200,0,15,2,5,1,1,0,16472,7.2,68,202,0,1.0
5216,NA1_4496038327,200,32,2,7,1,3,0,17448,7.0,48,205,1,53,1,3,0,3,0,15894,7.0,64,218,0,
5217,NA1_4496017504,100,1,0,0,0,0,0,2520,1.0,0,1,0,1,0,0,0,0,0,2500,1.0,0,0,0,
5220,NA1_4506531155,200,13,0,2,1,2,0,15064,7.0,49,226,0,11,4,2,0,3,0,16051,7.2,70,217,0,1.0
5221,NA1_4506524255,100,16,5,6,0,3,0,16743,7.0,64,228,1,18,3,2,1,3,0,14799,7.0,48,233,0,
5222,NA1_4506514967,100,7,2,9,0,0,0,18407,6.8,58,183,1,9,0,11,0,3,0,18355,7.2,68,203,0,
5225,NA1_4506473510,200,12,0,1,1,0,0,14465,6.8,79,209,1,7,4,5,0,2,0,17234,7.0,64,206,0,
5228,NA1_4506740462,100,13,2,9,0,5,1,19168,7.0,64,212,1,14,1,2,1,2,0,14472,6.2,56,183,0,
5229,NA1_4506726906,200,12,1,4,0,2,0,17047,7.2,67,235,0,11,4,11,1,6,0,20574,7.4,76,215,0,1.0
5230,NA1_4506706513,100,15,2,7,1,5,0,18069,7.6,60,220,1,15,6,5,0,2,0,16425,7.2,71,213,0,
5231,NA1_4506686522,200,15,3,3,0,1,0,15688,6.8,72,209,0,13,5,9,2,6,1,20623,7.0,68,243,0,1.0
5232,NA1_4506675218,200,14,2,6,0,2,0,17051,7.0,52,213,0,19,0,9,1,3,0,18197,7.0,72,198,0,1.0
5233,NA1_4506533847,100,12,1,8,0,0,0,16762,7.0,52,220,0,10,0,10,0,3,0,17747,7.0,43,210,0,1.0
5234,NA1_4506049399,200,20,0,6,1,1,0,17005,7.0,48,222,1,15,2,10,0,0,0,19581,7.4,79,230,0,
5235,NA1_4506029089,200,11,2,7,0,1,0,17097,7.2,48,214,1,13,1,7,1,7,0,18367,7.4,72,221,0,
5237,NA1_4505913120,100,11,16,10,0,1,0,18173,7.4,56,221,0,41,1,11,1,3,0,19630,7.2,64,230,0,1.0
5238,NA1_4500453213,100,93,6,8,0,5,0,18051,6.8,60,209,1,19,2,3,0,2,0,14815,6.4,61,178,0,
5239,NA1_4500436126,100,13,1,10,2,2,0,19416,7.6,71,231,1,24,0,5,0,0,0,15508,6.8,52,221,0,
5240,NA1_4500396766,200,38,3,6,0,1,0,16969,7.0,68,191,0,38,3,8,2,1,0,17356,7.2,52,216,0,1.0
5241,NA1_4473718228,200,11,0,6,1,2,0,16372,6.8,68,198,0,13,2,8,0,3,0,17505,7.2,52,243,0,1.0
5242,NA1_4401873140,200,14,4,5,0,5,0,17381,7.6,71,242,0,14,2,9,0,2,0,18926,7.2,68,238,0,1.0
5243,NA1_4399046302,100,14,1,11,0,4,0,19446,7.0,60,229,0,20,1,7,1,1,0,17592,6.6,56,198,0,1.0
5244,NA1_4399021442,100,13,5,2,0,0,0,15327,7.0,76,224,0,14,3,5,0,1,0,16087,7.0,49,233,0,1.0
5245,NA1_4398955796,100,17,3,7,0,1,0,17121,7.0,56,216,1,20,5,6,0,2,0,16698,6.8,66,204,0,
5246,NA1_4398947238,100,46,4,6,0,0,0,16889,7.0,47,217,0,40,5,8,2,1,0,18086,6.8,60,214,0,1.0
5247,NA1_4398940847,200,27,3,4,0,0,0,14437,6.8,47,194,0,16,4,7,0,4,0,18938,7.2,65,243,0,1.0
5249,NA1_4505439844,200,10,0,10,1,0,0,17261,7.4,56,188,0,11,1,4,1,7,0,16912,6.8,44,207,0,1.0
5250,NA1_4505404012,200,19,2,6,1,1,0,16183,6.8,59,176,1,14,6,6,1,3,0,16967,6.8,48,211,0,
5251,NA1_4505371850,200,16,2,4,0,3,0,15880,6.4,60,177,1,16,2,6,1,2,0,16637,6.8,80,189,0,
5252,NA1_4504868641,100,18,2,7,1,2,0,16790,6.8,48,193,0,11,5,11,1,2,0,19176,7.2,56,211,0,1.0
5253,NA1_4504855763,200,11,2,6,0,2,0,16853,7.4,68,208,1,5,1,1,1,1,0,15088,7.2,68,206,0,
5254,NA1_4504818333,100,14,0,4,0,4,0,16744,6.6,63,210,1,14,2,7,1,1,0,17507,7.2,60,222,0,
5255,NA1_4504800091,100,15,0,7,1,2,0,16886,7.2,64,206,1,15,4,4,1,2,0,15991,7.0,56,227,0,
5256,NA1_4503776840,200,10,1,10,1,0,0,18557,7.0,60,195,1,134,1,8,0,2,0,18463,6.8,44,215,0,
5257,NA1_4503615443,200,10,1,5,2,2,0,16017,6.8,52,190,0,59,1,7,0,2,0,17294,7.0,48,210,0,1.0
5258,NA1_4503230814,100,15,3,6,0,2,0,16592,6.8,60,220,0,17,3,6,2,2,0,16778,6.8,56,229,0,1.0
5259,NA1_4503144555,200,11,2,5,0,1,0,15726,6.8,58,198,0,18,4,11,0,3,0,20095,7.4,65,234,0,1.0
5260,NA1_4503097990,200,21,4,11,1,0,0,19094,7.4,60,225,1,16,7,8,1,4,0,18838,7.0,44,233,0,
5261,NA1_4501485461,200,17,4,6,0,1,0,15584,6.6,44,163,0,14,5,9,0,4,0,19130,7.4,55,254,0,1.0
5262,NA1_4493334286,100,15,2,4,0,2,0,16638,7.0,68,243,0,14,5,6,1,4,0,18098,7.4,76,258,0,1.0
5263,NA1_4485604764,100,16,4,10,0,2,0,17928,7.0,38,200,0,55,0,11,0,3,0,18976,7.4,55,219,0,1.0
5264,NA1_4485539927,200,13,6,2,0,0,0,15301,7.2,68,251,0,17,2,2,2,1,0,15067,7.0,60,228,0,1.0
5265,NA1_4423045045,200,18,3,7,1,2,0,17847,7.0,64,240,0,23,5,7,0,2,0,17725,7.2,68,226,0,1.0
5266,NA1_4367977057,100,35,5,4,1,0,0,15066,6.8,48,206,0,39,4,8,0,2,0,17289,6.8,43,231,0,1.0
5267,NA1_4367047491,100,17,2,10,0,5,0,19619,7.0,68,233,0,22,2,7,1,1,0,16912,6.4,44,203,0,1.0
5268,NA1_4474853502,200,17,4,7,1,0,0,15900,6.8,46,172,0,16,4,5,0,5,0,17273,6.6,48,247,0,1.0
5269,NA1_4474805448,200,37,4,1,0,0,0,14876,7.2,60,250,1,40,4,1,1,2,0,15014,7.0,59,260,0,
5270,NA1_4474070666,100,25,4,7,0,2,0,18356,6.8,41,204,1,17,1,11,0,3,0,19401,7.0,70,241,0,
5271,NA1_4474026013,100,12,1,14,1,4,0,19815,7.0,48,231,1,13,2,8,0,3,0,16488,6.8,42,185,0,
5272,NA1_4473968613,100,17,3,8,1,0,0,18437,7.4,52,260,0,13,2,3,0,0,0,16111,7.0,63,240,0,1.0
5273,NA1_4473973788,100,46,1,8,0,2,0,17386,7.0,45,228,0,17,8,10,1,2,0,18281,7.0,58,179,0,1.0
5274,NA1_4473888163,200,17,2,8,0,2,0,17316,7.0,48,212,1,125,4,6,2,4,0,15919,6.4,56,194,0,
5275,NA1_4473861851,100,15,2,6,1,1,0,16704,7.0,52,196,1,15,6,5,1,0,0,15778,6.6,52,217,0,
5276,NA1_4473853266,200,13,2,9,1,3,0,18085,6.8,81,208,0,19,3,6,1,2,0,16456,6.8,35,199,0,1.0
5277,NA1_4473800334,100,13,2,8,1,3,0,16971,7.0,44,222,1,16,3,2,0,2,0,14956,6.8,58,219,0,
5278,NA1_4505929419,100,15,3,5,0,4,0,17322,7.0,61,214,0,14,0,11,0,4,0,18931,7.4,54,209,0,1.0
5279,NA1_4505905200,200,14,0,8,0,1,0,17313,6.8,52,184,1,10,1,7,0,2,0,17121,7.0,60,227,0,
5280,NA1_4505233548,200,21,3,10,0,3,0,18864,6.8,44,205,1,12,4,7,1,4,0,17783,7.2,60,218,0,
5283,NA1_4502044985,100,38,2,11,2,6,0,20144,7.4,76,204,1,34,4,7,0,0,0,16385,6.6,44,214,0,
5284,NA1_4501277976,200,12,2,4,0,1,0,16148,6.6,62,218,0,16,2,11,1,5,0,20410,7.2,60,245,0,1.0
5285,NA1_4501256821,100,17,4,5,1,1,0,16223,7.0,52,201,0,16,2,5,1,0,0,16133,7.0,68,206,0,1.0
5286,NA1_4500313219,200,12,3,8,1,3,0,17586,7.0,36,188,0,15,3,9,0,3,0,17544,7.0,71,213,0,1.0
5287,NA1_4500268634,100,10,0,8,0,3,0,16087,6.6,36,198,1,9,1,10,0,2,0,18268,7.0,52,193,0,
5288,NA1_4501454267,100,123,1,15,0,5,0,21524,7.2,60,191,1,66,2,6,0,0,0,15429,6.4,36,147,0,
5289,NA1_4501427022,200,48,4,7,0,2,0,17419,6.6,68,177,1,17,2,11,1,3,0,18857,7.2,60,223,0,
5290,NA1_4501386070,200,36,1,7,0,1,0,17899,6.8,76,184,0,35,2,10,1,3,0,19281,7.2,55,227,0,1.0
5292,NA1_4501323787,100,14,3,9,0,3,0,17949,6.8,40,211,1,19,2,7,1,4,0,18108,6.8,66,194,0,
5293,NA1_4501278659,200,44,3,4,0,1,0,15613,6.8,64,197,0,16,12,9,1,4,0,19425,7.0,64,219,0,1.0
5294,NA1_4501263166,100,15,6,6,0,1,0,17603,7.0,54,236,0,58,1,6,2,1,0,16488,7.0,61,203,0,1.0
5295,NA1_4501249077,100,14,2,6,2,2,0,17043,7.0,60,230,1,13,1,3,0,0,0,15263,6.8,56,205,0,
5296,NA1_4501202645,100,18,2,6,1,0,0,16724,6.6,56,185,1,9,2,6,1,0,0,17725,7.0,68,234,0,
5297,NA1_4500553095,100,18,4,6,1,1,0,16545,6.8,52,215,0,17,6,7,0,3,0,17479,6.6,48,201,0,1.0
5298,NA1_4498846378,100,13,1,7,1,4,0,18375,6.8,66,203,1,49,1,6,1,0,0,15999,6.8,52,187,0,
5299,NA1_4498830097,100,34,1,6,0,0,0,16851,6.8,64,228,0,52,2,6,1,2,0,16276,7.0,52,195,0,1.0
5300,NA1_4498808930,100,22,5,4,0,3,0,16571,6.8,56,203,1,17,2,1,0,0,0,14177,6.8,48,212,0,
5301,NA1_4498530289,200,18,1,9,0,3,0,17557,7.0,64,197,0,18,1,10,0,0,0,17475,6.8,52,206,0,1.0
5302,NA1_4498506642,200,14,3,8,0,3,0,17368,6.8,56,196,1,18,3,9,1,6,0,18679,6.8,52,202,0,
5303,NA1_4498371467,200,14,2,6,1,0,0,16856,6.4,72,219,0,17,1,4,1,1,0,15489,6.8,52,203,0,1.0
5304,NA1_4498298121,100,11,6,4,0,1,0,16329,7.0,63,216,0,13,2,5,1,0,0,16821,7.0,62,227,0,1.0
5305,NA1_4498248370,200,35,2,10,0,3,0,18154,7.2,46,198,1,9,4,7,0,1,0,16794,7.0,56,215,0,
5306,NA1_4498219106,200,17,0,6,1,5,0,17603,7.2,64,207,0,16,3,10,1,0,0,17324,7.2,58,169,0,1.0
5307,NA1_4498175033,200,32,1,12,1,5,1,21643,7.2,52,201,1,21,0,8,1,3,0,17382,7.0,71,196,0,
5310,NA1_4506355817,200,14,0,4,0,1,0,16012,7.0,57,245,0,16,3,4,2,1,0,16149,6.8,54,244,0,1.0
5311,NA1_4505777046,200,13,2,4,0,0,0,15671,7.0,68,220,0,14,1,3,0,2,0,15751,6.8,64,218,0,1.0
5312,NA1_4505768529,100,15,5,7,1,4,0,18458,7.6,63,219,1,16,2,3,0,1,0,14708,6.6,53,197,0,
5316,NA1_4505696065,200,11,3,4,0,3,0,16611,6.8,68,221,0,19,0,6,1,1,0,16045,6.8,48,172,0,1.0
5317,NA1_4505667434,200,14,3,5,1,3,0,16691,7.4,64,221,0,15,0,4,0,1,0,16439,7.0,60,210,0,1.0
5318,NA1_4506016980,100,16,5,7,1,2,0,17395,7.2,60,224,1,16,2,2,0,2,0,16013,7.2,60,248,0,
5320,NA1_4505961832,200,18,3,9,1,2,0,18608,7.4,68,217,1,16,4,5,1,1,0,16411,6.8,68,214,0,
5321,NA1_4505118083,200,15,1,7,1,1,0,17612,7.4,60,194,0,12,3,13,1,3,0,18853,7.6,60,227,0,1.0
5322,NA1_4504486269,100,15,1,10,1,1,0,18546,7.4,52,220,0,15,4,6,1,0,0,16312,7.0,80,185,0,1.0
5323,NA1_4502621704,200,14,3,5,0,2,0,16155,6.8,51,190,1,64,3,8,0,7,0,19690,7.0,52,224,0,
5325,NA1_4502598974,100,17,1,9,0,2,0,17903,6.8,63,178,0,14,1,8,1,0,0,17416,7.0,59,221,0,1.0
5326,NA1_4502012283,200,12,1,7,0,0,0,17324,6.8,44,202,0,14,0,13,2,0,0,20058,6.8,56,206,0,1.0
5327,NA1_4501977665,200,9,5,8,0,2,0,16671,7.2,60,194,0,16,2,5,1,1,0,17163,7.4,62,257,0,1.0
5328,NA1_4487540965,200,10,11,3,0,2,0,15007,6.6,51,207,0,39,0,9,1,4,0,17929,7.0,69,224,0,1.0
5329,NA1_4487500697,200,14,0,3,0,1,0,15273,6.8,55,237,0,16,2,9,0,2,0,17151,6.8,52,177,0,1.0
5330,NA1_4487471798,100,9,0,9,1,3,0,18247,7.2,52,211,0,14,1,6,0,1,0,16868,6.8,60,209,0,1.0
5331,NA1_4487409705,100,15,2,7,0,1,0,16657,6.8,43,208,1,17,4,6,1,1,0,17103,6.8,68,201,0,
5332,NA1_4487374930,100,18,1,3,1,3,0,15565,6.8,66,211,1,14,3,5,1,1,0,16304,7.2,56,205,0,
5333,NA1_4487331156,200,14,2,3,1,2,0,15916,7.0,68,245,0,18,1,5,0,4,0,16906,6.8,52,214,0,1.0
5334,NA1_4487265866,200,12,1,9,0,0,0,17243,7.0,52,204,1,12,4,4,0,1,0,15768,7.0,48,200,0,
5335,NA1_4487231428,100,14,18,7,1,3,0,16501,6.6,48,207,1,45,1,6,1,4,0,17225,7.0,60,221,0,
5336,NA1_4487197750,200,13,2,6,1,5,0,17768,7.2,48,225,1,21,5,5,1,0,0,15586,7.2,52,216,0,
5337,NA1_4473439870,200,13,4,5,0,3,0,15843,6.8,52,201,1,15,5,6,1,3,0,16007,6.8,54,219,0,
5338,NA1_4471247077,100,23,1,7,0,0,0,16150,7.0,59,180,0,14,2,5,0,4,0,16511,7.0,56,210,0,1.0
5339,NA1_4464314774,200,11,0,6,0,0,0,15802,6.6,44,198,0,12,2,8,0,1,0,18562,7.2,80,243,0,1.0
5340,NA1_4464218306,200,15,3,6,0,1,0,17743,7.0,56,245,1,15,4,5,2,0,0,16500,7.2,76,217,0,
5341,NA1_4464196425,200,11,1,10,1,3,0,18267,7.6,51,223,1,10,2,9,1,3,0,19347,7.2,44,224,0,
5342,NA1_4464163710,200,19,0,1,0,0,0,11201,4.2,35,109,0,13,0,13,1,12,7,23735,7.4,39,247,0,1.0
5343,NA1_4463929812,100,11,2,6,1,0,0,17018,7.0,56,236,1,12,4,8,0,3,0,17608,7.4,48,246,0,
5344,NA1_4463846555,100,17,2,9,2,1,0,18154,7.0,72,206,0,14,4,8,0,1,0,18780,6.6,56,213,0,1.0
5345,NA1_4463852053,100,17,1,8,0,1,0,16876,6.4,51,160,0,15,3,17,1,5,0,21225,7.2,64,215,0,1.0
5346,NA1_4463477151,100,11,6,5,0,2,0,16413,6.6,39,231,1,18,2,3,0,1,0,15298,6.6,59,201,0,
5347,NA1_4463470973,200,16,5,4,0,1,0,16843,6.8,55,237,1,18,5,6,0,2,0,17312,7.2,68,215,0,
5348,NA1_4472422237,100,19,5,9,0,3,0,18168,6.6,41,207,1,27,4,10,0,3,0,17737,6.8,41,186,0,
5349,NA1_4471291397,100,13,2,7,1,1,0,16967,6.2,52,207,1,11,3,6,1,1,0,16743,6.8,50,240,0,
5350,NA1_4471191639,100,14,4,6,0,3,0,16204,6.4,60,161,1,13,3,3,2,5,1,16296,6.4,64,198,0,
5351,NA1_4470595000,200,9,4,5,1,2,0,16584,6.8,63,212,0,19,3,12,1,1,0,18189,7.2,48,201,0,1.0
5352,NA1_4470581601,100,32,4,11,0,3,0,19325,6.8,56,223,1,16,10,11,1,3,0,18726,7.2,52,204,0,
5353,NA1_4470566050,200,87,0,3,0,1,0,15493,6.8,52,211,0,15,2,8,1,2,0,17989,7.0,55,217,0,1.0
5354,NA1_4469716866,100,24,4,9,1,5,0,18174,7.0,48,213,0,18,3,4,0,2,0,15658,6.6,52,202,0,1.0
5355,NA1_4467140271,200,13,5,7,1,2,0,17731,7.2,64,247,1,19,2,3,1,0,0,14530,7.2,60,208,0,
5356,NA1_4467075045,200,10,1,2,0,0,0,14907,6.6,69,203,0,14,4,9,1,5,0,18477,7.6,64,231,0,1.0
5357,NA1_4465453109,200,15,3,6,1,1,0,15773,6.8,51,194,1,18,5,7,1,5,0,18248,7.4,63,238,0,
5358,NA1_4487358269,100,15,2,4,1,3,0,16250,7.0,50,210,1,17,3,3,0,2,0,15179,6.8,45,235,0,
5359,NA1_4480354097,100,19,0,8,1,1,0,17647,7.0,59,199,1,163,4,8,0,4,0,18397,7.2,48,246,0,
