,id,winning_team,blue_wards_placed,blue_wards_killed,blue_champions_killed,blue_elites_killed,blue_plates_destroyed,blue_turrets_destroyed,blue_total_gold,blue_average_level,blue_jungle_monsters_killed,blue_minions_killed,blue_first_blood,red_wards_placed,red_wards_killed,red_champions_killed,red_elites_killed,red_plates_destroyed,red_turrets_destroyed,red_total_gold,red_average_level,red_jungle_monsters_killed,red_minions_killed,red_first_blood,red_first_blodd
0,NA1_4506172470,100,15,0,9,0,4,0,18891,7.2,55,203,1,12,1,2,0,3,0,15489,7.0,68,228,0,
1,NA1_4505454734,200,42,2,3,0,6,0,17006,7.4,60,241,1,14,14,6,0,0,0,16068,7.2,68,176,0,
2,NA1_4505421266,200,10,0,7,0,4,0,17420,7.0,56,213,0,13,1,5,2,2,0,17114,7.0,76,229,0,1.0
3,NA1_4505389807,100,15,2,6,1,3,0,17831,7.0,80,242,0,17,1,6,0,1,0,16078,7.0,54,183,0,1.0
4,NA1_4505349339,200,25,4,10,0,3,0,18796,7.0,64,230,1,29,4,7,1,3,0,18439,6.8,56,211,0,
5,NA1_4504741112,100,16,2,6,0,1,0,16780,7.0,68,214,1,12,4,3,2,1,0,15773,7.6,56,221,0,
6,NA1_4504709885,100,16,2,14,2,3,0,19657,7.2,60,185,1,14,3,7,0,2,0,17633,6.8,56,183,0,
7,NA1_4504683761,100,16,1,11,2,5,0,18663,7.2,64,202,1,10,4,7,0,2,0,17070,6.8,52,209,0,
8,NA1_4504655843,200,12,9,12,1,3,0,19803,6.8,44,192,0,31,1,18,0,3,0,22270,7.2,51,203,0,1.0
9,NA1_4504627176,100,19,7,12,1,2,0,20335,7.0,59,256,0,19,5,8,1,2,0,19110,6.8,57,225,0,1.0
10,NA1_4485645219,100,39,2,1,0,0,0,14030,6.8,56,211,0,36,7,5,1,3,0,16398,7.4,48,255,0,1.0
11,NA1_4485611474,100,48,3,8,1,1,0,17051,7.2,64,195,0,40,1,3,0,4,0,15960,6.8,60,227,0,1.0
12,NA1_4485554626,100,10,4,4,0,1,0,16434,7.2,48,252,1,16,1,4,0,0,0,16837,7.4,72,263,0,
13,NA1_4485510802,100,10,1,5,0,0,0,15516,6.6,60,174,0,12,3,10,0,7,0,18903,7.0,40,224,0,1.0
14,NA1_4481483833,200,15,1,8,0,1,0,17493,6.8,38,181,1,11,2,8,1,3,0,18257,6.6,45,203,0,
15,NA1_4481151981,100,47,2,4,0,0,0,15471,6.4,62,187,0,14,2,6,0,4,0,16592,6.6,44,227,0,1.0
16,NA1_4479064602,200,13,4,9,1,3,0,18623,7.0,51,204,0,15,3,11,1,2,0,18806,7.0,44,202,0,1.0
17,NA1_4479009080,200,14,1,1,0,4,0,14395,6.8,56,185,0,13,1,6,1,2,0,16262,6.8,60,207,0,1.0
18,NA1_4479022371,100,17,2,9,0,3,0,18142,7.0,44,212,0,11,2,7,2,2,0,17025,7.0,68,204,0,1.0
19,NA1_4477119087,100,13,1,8,0,2,0,18439,6.8,64,209,1,16,3,4,0,1,0,14592,6.6,52,184,0,
20,NA1_4490537704,100,11,2,5,1,1,0,15373,6.4,52,215,0,10,1,4,1,0,0,16110,6.8,72,205,0,1.0
21,NA1_4490528098,200,12,3,6,1,0,0,15354,6.4,56,160,0,14,2,9,1,6,1,19786,7.2,59,212,0,1.0
22,NA1_4490513797,100,17,1,7,1,5,1,18631,6.8,41,243,1,12,1,1,1,1,0,14958,6.6,77,222,0,
23,NA1_4490487696,100,12,0,9,1,3,0,18678,7.2,60,189,0,14,2,9,0,5,0,18737,7.0,56,214,0,1.0
24,NA1_4490469695,100,13,3,5,2,1,0,16791,6.8,56,211,0,19,4,4,0,3,0,16802,6.6,60,228,0,1.0
25,NA1_4489544926,200,101,2,7,0,0,0,17082,6.8,69,203,0,18,1,7,0,2,0,17866,6.8,56,217,0,1.0
26,NA1_4489528068,100,24,3,10,0,2,0,17905,7.2,70,235,1,17,3,5,1,2,0,15678,6.6,52,204,0,
27,NA1_4489504691,100,37,3,14,1,1,0,19136,7.2,40,175,1,265,2,7,0,3,0,17090,6.6,48,217,0,
28,NA1_4489402080,200,18,2,8,0,0,0,17124,7.0,49,209,0,11,3,8,0,0,0,18364,7.0,63,236,0,1.0
29,NA1_4489390810,100,18,2,16,1,4,0,22227,7.8,68,250,0,8,3,4,0,0,0,14878,6.0,40,202,0,1.0
30,NA1_4478913315,200,12,0,7,1,2,0,17335,7.0,54,220,1,13,1,5,0,0,0,16614,7.4,72,222,0,
31,NA1_4478879316,100,15,2,5,0,4,0,16536,6.6,61,194,1,18,3,5,0,2,0,16120,6.8,36,223,0,
32,NA1_4478856441,100,16,0,9,0,6,0,18683,6.8,46,189,0,15,1,11,1,4,0,19351,7.0,64,194,0,1.0
33,NA1_4478852985,200,17,1,7,1,4,0,17901,6.8,44,210,1,14,1,4,1,1,0,15652,6.6,52,207,0,
34,NA1_4478869808,100,14,5,7,0,2,0,17097,6.8,63,177,0,16,1,7,0,3,0,17718,7.0,64,217,0,1.0
35,NA1_4478816480,200,15,3,6,1,2,0,17579,7.0,71,219,0,14,5,3,0,1,0,14781,6.6,36,227,0,1.0
36,NA1_4478804647,200,10,4,3,0,1,0,14648,6.8,52,211,0,15,1,11,2,6,1,19685,7.6,80,236,0,1.0
37,NA1_4478812399,200,16,5,8,1,1,0,16501,6.8,48,186,1,85,5,7,1,3,0,16454,6.8,48,206,0,
38,NA1_4478709529,200,8,4,7,0,6,1,18943,7.2,52,248,0,105,2,10,2,1,0,18007,7.0,52,209,0,1.0
39,NA1_4478745706,100,15,4,8,1,3,0,18050,6.6,68,184,1,16,4,9,0,3,0,18335,7.0,53,223,0,
40,NA1_4482094090,100,14,5,4,1,4,0,16331,6.8,64,207,0,18,5,3,1,2,0,15890,6.6,48,221,0,1.0
41,NA1_4482059301,200,13,2,18,0,1,0,21401,7.2,35,201,1,11,0,9,1,1,0,18528,7.0,48,196,0,
42,NA1_4482031928,100,12,2,9,0,4,0,18275,7.2,68,214,0,17,1,4,1,0,0,14884,6.8,54,202,0,1.0
43,NA1_4482001298,100,17,0,13,2,3,0,20053,7.2,60,247,1,16,1,5,0,2,0,14773,6.6,40,181,0,
44,NA1_4481976494,200,15,0,4,0,1,0,15875,7.2,51,214,0,10,5,6,0,1,0,17156,7.6,68,229,0,1.0
45,NA1_4481958604,200,16,1,3,0,1,0,15068,6.4,52,209,1,14,2,4,1,0,0,14766,6.8,52,213,0,
46,NA1_4481948668,200,13,1,7,0,1,0,16833,6.8,68,176,0,15,2,12,0,6,0,20357,7.2,40,228,0,1.0
47,NA1_4481934548,100,14,3,8,1,3,0,17923,7.0,60,242,0,15,3,5,1,0,0,14627,6.6,40,163,0,1.0
48,NA1_4481919139,100,11,2,12,1,3,0,19737,6.6,60,177,0,68,2,13,0,2,0,20134,6.6,60,166,0,1.0
49,NA1_4481905137,100,9,3,9,0,2,0,18849,7.6,72,235,0,18,1,3,0,1,0,15277,6.8,60,228,0,1.0
50,NA1_4467709946,200,20,2,4,0,0,0,14330,6.2,80,138,0,11,0,13,2,7,2,20612,7.0,40,278,0,1.0
51,NA1_4467633086,200,12,5,3,0,3,0,15994,7.2,48,239,0,55,2,8,0,3,0,18094,7.2,64,214,0,1.0
52,NA1_4467549683,200,52,3,8,0,1,0,17780,7.2,68,203,0,27,1,10,0,0,0,18157,7.4,52,242,0,1.0
53,NA1_4467564780,100,14,8,2,0,0,0,14797,6.8,54,215,0,80,5,9,1,3,0,18988,7.2,60,205,0,1.0
54,NA1_4467571227,200,15,4,8,0,3,0,16515,6.4,36,164,0,58,0,12,1,4,0,19835,6.8,63,214,0,1.0
55,NA1_4467497982,200,10,1,8,2,2,0,17045,6.8,56,162,0,57,1,7,0,2,0,17278,7.0,48,212,0,1.0
56,NA1_4467493907,200,72,5,5,0,2,0,16266,7.0,48,234,0,24,2,5,0,2,0,16518,7.0,56,228,0,1.0
57,NA1_4467501547,200,15,2,3,0,2,0,16611,7.2,60,260,1,53,4,6,2,2,0,17551,7.4,64,225,0,
58,NA1_4467439272,100,25,1,6,0,1,0,16486,6.4,39,198,0,12,1,8,1,3,0,17591,6.8,52,209,0,1.0
59,NA1_4467435895,200,17,1,9,1,0,0,18529,7.0,60,218,1,17,5,12,0,0,0,19658,7.2,68,184,0,
60,NA1_4506387380,200,12,2,6,0,1,0,16469,6.6,41,204,0,11,1,7,0,1,0,16632,6.8,51,220,0,1.0
61,NA1_4506369831,100,14,2,8,1,2,0,18909,7.2,44,227,0,14,0,4,0,1,0,16052,7.0,60,201,0,1.0
62,NA1_4506337011,100,16,0,2,0,0,0,14883,6.8,56,231,1,8,2,6,2,5,0,18267,7.4,67,255,0,
63,NA1_4506290612,100,29,3,7,1,0,0,16357,6.6,66,158,1,19,3,10,0,3,0,17919,6.8,36,228,0,
64,NA1_4506194530,200,12,1,3,2,1,0,15595,7.4,60,229,1,13,2,5,0,1,0,16003,7.4,64,215,0,
65,NA1_4506156716,200,13,4,1,1,0,0,15236,6.8,76,228,1,16,2,8,1,2,0,17363,7.2,52,222,0,
66,NA1_4506143789,100,16,1,8,1,2,0,17788,7.0,48,192,0,16,1,8,1,3,0,17529,7.0,63,184,0,1.0
67,NA1_4506102471,200,15,1,5,0,3,0,16689,6.8,52,216,1,12,1,9,1,8,1,20759,7.2,76,234,0,
68,NA1_4506075732,100,11,2,4,0,3,0,17114,7.2,56,237,1,13,1,3,0,1,0,14131,6.6,52,188,0,
69,NA1_4505470396,100,16,1,9,0,3,0,17601,6.8,56,186,0,10,1,6,0,2,0,17234,6.8,64,219,0,1.0
70,NA1_4506286381,200,33,1,3,0,4,0,15878,6.8,44,237,0,12,20,8,0,2,0,18251,7.0,60,236,0,1.0
71,NA1_4506238118,200,16,1,7,2,5,0,18469,7.0,62,219,1,15,1,8,0,3,0,18123,7.2,54,220,0,
72,NA1_4506198387,100,14,2,6,0,4,0,17747,6.8,48,238,1,51,4,3,2,0,0,15439,7.0,60,231,0,
73,NA1_4506172279,200,11,5,8,1,0,0,17728,6.6,64,184,1,18,1,18,0,4,0,22684,7.2,56,213,0,
74,NA1_4506123791,100,43,4,6,0,0,0,15982,7.0,52,194,0,37,5,6,1,3,0,17085,7.0,64,216,0,1.0
75,NA1_4504316495,100,14,2,9,1,2,0,17874,7.2,44,231,0,18,4,9,1,4,0,19790,7.4,51,231,0,1.0
76,NA1_4495339623,200,15,2,7,1,4,0,17628,6.6,40,207,0,10,3,10,0,2,0,17587,7.0,52,219,0,1.0
77,NA1_4495321925,200,23,19,9,0,1,0,17564,7.2,48,188,0,43,3,8,0,0,0,17375,7.0,79,211,0,1.0
78,NA1_4495271019,200,17,0,11,1,1,0,18086,6.6,48,191,0,124,4,8,0,2,0,17716,6.8,63,209,0,1.0
79,NA1_4493030755,100,11,1,13,2,10,1,21404,7.4,69,234,1,15,1,3,0,4,0,16291,7.0,52,205,0,
80,NA1_4504974197,100,52,2,9,2,1,0,19418,7.4,70,237,0,19,2,4,0,0,0,15927,6.8,45,234,0,1.0
81,NA1_4504960431,100,69,2,8,0,2,0,17681,7.2,64,232,1,9,0,3,0,3,0,15721,6.8,67,227,0,
82,NA1_4504960888,100,16,1,16,0,12,1,24473,7.6,64,229,1,10,0,5,0,0,0,14288,5.4,56,118,0,
83,NA1_4504386406,100,19,2,13,0,2,0,18603,6.6,46,213,1,16,4,6,0,2,0,16244,6.6,36,176,0,
84,NA1_4504372300,200,12,3,8,1,1,0,17489,6.8,64,182,1,18,2,4,1,1,0,16634,6.8,60,189,0,
85,NA1_4493884952,100,14,2,5,1,4,0,17450,7.4,75,258,1,12,3,4,0,0,0,15433,7.0,36,234,0,
86,NA1_4493290996,100,20,1,4,1,6,0,16703,7.0,58,236,0,16,1,4,0,1,0,15812,6.8,63,202,0,1.0
87,NA1_4484652516,100,15,4,8,1,0,0,16868,6.6,40,171,1,28,3,8,0,3,0,17586,7.0,60,208,0,
88,NA1_4481722601,100,22,2,2,1,0,0,15370,7.0,68,237,0,16,3,1,0,1,0,14853,6.8,57,227,0,1.0
89,NA1_4480334940,100,13,1,8,0,4,0,17980,7.0,57,234,1,12,0,5,0,4,0,17330,7.0,62,235,0,
90,NA1_4489998987,100,16,6,9,2,4,0,18310,7.4,64,210,1,36,2,5,0,2,0,15774,6.8,52,195,0,
91,NA1_4489954389,100,15,2,9,1,3,0,18845,7.2,62,219,1,9,5,7,0,1,0,18061,6.8,48,213,0,
92,NA1_4489937860,200,12,1,1,0,0,0,12931,6.0,36,191,0,16,2,10,1,4,0,19799,7.2,76,222,0,1.0
93,NA1_4488818326,200,13,4,4,1,1,0,16009,7.0,56,210,0,16,3,9,0,3,0,18392,7.0,60,230,0,1.0
94,NA1_4488785465,100,20,4,11,0,5,0,19600,7.0,52,229,1,18,4,6,0,4,0,17342,7.2,56,209,0,
95,NA1_4488766479,100,89,2,7,1,3,0,18193,7.0,60,216,1,9,8,1,0,2,0,15193,6.8,60,242,0,
96,NA1_4488743237,100,43,0,6,0,1,0,14897,6.8,39,176,0,12,1,5,0,1,0,15593,6.6,60,197,0,1.0
97,NA1_4488194040,200,14,3,4,0,1,0,16473,7.2,58,248,0,10,3,5,1,1,0,17451,7.4,77,236,0,1.0
98,NA1_4488147632,100,17,5,8,0,2,0,17519,6.6,45,199,1,14,3,7,1,1,0,16637,6.6,58,155,0,
99,NA1_4488126641,200,14,4,3,0,0,0,14460,6.6,46,182,0,16,3,15,0,8,0,21122,7.6,48,227,0,1.0
100,NA1_4464518488,100,50,2,7,1,1,0,17337,7.2,56,213,1,16,0,2,0,2,0,15767,7.0,72,238,0,
101,NA1_4463900722,200,11,8,9,1,3,0,18344,7.2,52,230,0,18,2,5,0,3,0,16974,6.8,68,229,0,1.0
102,NA1_4460820824,100,13,3,2,0,2,0,15462,6.8,76,212,0,17,0,4,1,2,0,16205,7.0,67,211,0,1.0
103,NA1_4460807836,200,15,4,4,0,2,0,15257,6.6,52,186,0,14,2,12,2,5,1,20592,7.2,60,220,0,1.0
104,NA1_4460767072,100,18,1,7,1,5,1,18637,7.0,63,185,1,30,3,4,1,1,0,15529,7.0,53,212,0,
105,NA1_4451480708,100,15,2,8,0,2,0,17096,6.8,52,215,1,16,1,6,0,1,0,16385,6.8,56,213,0,
106,NA1_4444117807,200,10,1,4,0,0,0,15248,6.4,40,203,1,12,2,7,1,1,0,17673,7.2,68,206,0,
107,NA1_4440992478,200,13,1,3,0,3,0,15074,6.8,61,232,0,14,2,3,1,0,0,15963,6.8,56,226,0,1.0
108,NA1_4440965977,100,69,11,11,1,1,0,19657,7.2,56,222,1,38,6,10,0,4,0,18712,7.6,60,225,0,
109,NA1_4440961539,100,152,1,7,0,2,0,17198,7.4,68,237,1,12,1,4,1,1,0,15843,7.0,66,193,0,
110,NA1_4483634960,200,15,2,8,1,1,0,17926,7.0,72,227,1,64,1,10,1,2,0,18614,7.0,45,194,0,
111,NA1_4483570710,200,18,1,10,0,2,0,17617,7.0,44,189,1,12,4,6,1,2,0,17627,6.8,70,211,0,
112,NA1_4483546939,100,20,2,7,0,1,0,17253,7.0,57,218,1,15,2,4,0,1,0,15276,6.8,65,187,0,
113,NA1_4479464913,200,14,1,4,0,1,0,15544,6.6,48,216,0,10,5,5,0,2,0,16502,6.6,68,232,0,1.0
114,NA1_4479461429,100,11,1,8,1,2,0,18109,7.2,52,248,1,14,2,4,0,0,0,15758,7.2,62,217,0,
115,NA1_4479387786,100,15,3,14,1,3,0,21730,7.2,53,207,0,9,2,14,0,0,0,20443,6.8,47,213,0,1.0
116,NA1_4479414462,100,12,2,7,0,3,0,16933,7.0,53,201,0,187,1,11,0,3,0,18047,7.0,44,172,0,1.0
117,NA1_4475646549,100,14,5,4,0,3,0,15982,7.0,51,221,1,28,2,5,1,0,0,16338,7.2,61,203,0,
118,NA1_4475631332,100,14,2,7,1,1,0,18567,7.2,81,243,1,10,1,2,1,1,0,14664,7.0,66,216,0,
119,NA1_4472365188,100,50,1,8,0,6,0,18581,7.6,72,250,1,61,1,2,0,1,0,14261,6.8,45,194,0,
120,NA1_4497101483,200,15,14,3,0,0,0,14460,6.2,54,180,1,45,6,15,0,6,0,20630,7.4,60,228,0,
121,NA1_4497056043,200,10,2,10,0,2,0,17869,7.0,44,188,0,19,3,10,0,3,0,18476,7.0,44,206,0,1.0
122,NA1_4495784050,100,17,3,11,1,7,1,20617,7.0,60,241,1,14,2,4,0,1,0,14763,6.6,32,197,0,
123,NA1_4490818581,100,30,2,12,1,2,0,19625,7.4,52,244,1,10,1,2,0,0,0,14850,6.6,60,203,0,
124,NA1_4477355708,100,18,3,4,0,0,0,15972,6.8,46,195,0,21,3,7,0,2,0,17687,7.2,56,206,0,1.0
125,NA1_4454723323,200,17,2,9,0,4,0,18490,7.0,52,210,0,12,5,10,1,1,0,18094,6.6,49,197,0,1.0
126,NA1_4454741045,200,11,2,13,0,3,0,19602,7.2,52,228,1,16,0,8,0,3,0,17179,6.8,52,167,0,
127,NA1_4454649069,100,88,0,14,1,3,0,19794,7.0,54,175,1,16,2,8,1,1,0,16903,6.4,44,166,0,
128,NA1_4429304036,200,12,1,4,0,6,0,15477,6.6,59,195,0,15,2,12,1,0,1,20483,7.2,61,216,0,1.0
129,NA1_4429301851,100,15,3,1,1,2,0,14726,6.6,61,192,0,15,4,4,0,4,0,16090,6.8,44,231,0,1.0
130,NA1_4493011535,200,23,1,8,0,1,0,17286,6.8,33,206,0,18,1,8,1,5,0,18505,7.4,70,232,0,1.0
131,NA1_4487121542,200,16,0,13,0,2,0,19460,7.0,51,198,0,16,3,13,1,2,0,19677,6.8,52,195,0,1.0
132,NA1_4487098566,200,15,3,5,0,2,0,15972,6.8,58,175,0,14,2,12,2,5,0,20150,7.4,52,233,0,1.0
133,NA1_4487067086,100,12,2,5,0,1,0,15002,6.4,41,187,1,15,3,8,1,4,0,17652,6.8,45,217,0,
134,NA1_4475589464,200,87,5,1,0,0,0,14209,6.8,69,193,0,48,4,6,2,2,0,16785,6.8,57,208,0,1.0
135,NA1_4475556429,100,17,2,4,1,1,0,14818,6.8,42,215,0,95,2,7,1,3,0,18072,7.4,68,223,0,1.0
136,NA1_4458126404,200,15,0,9,0,3,0,17610,7.0,54,198,0,88,3,14,0,6,1,22186,7.2,43,231,0,1.0
137,NA1_4458109829,100,48,1,6,1,2,0,17135,7.0,52,214,1,16,12,10,0,3,0,17198,7.0,57,168,0,
138,NA1_4456649704,200,10,0,3,0,0,0,13547,6.4,32,171,0,14,0,10,0,11,1,20823,7.0,50,231,0,1.0
139,NA1_4456687276,200,9,0,8,0,2,0,16881,6.4,40,193,0,13,3,14,1,3,0,20435,7.2,68,198,0,1.0
140,NA1_4497893024,200,17,4,12,0,2,0,20411,7.2,56,213,0,12,2,12,1,3,0,19782,7.2,55,180,0,1.0
141,NA1_4497872049,200,12,1,10,0,2,0,18409,6.8,56,179,0,17,0,10,1,6,0,18324,6.2,60,160,0,1.0
142,NA1_4497847145,100,12,2,5,0,1,0,15854,6.8,56,192,0,19,2,8,1,1,0,18030,7.0,59,212,0,1.0
143,NA1_4497820591,100,40,3,6,0,2,0,17519,7.2,64,225,1,110,2,2,1,2,0,16074,7.2,75,236,0,
144,NA1_4497801686,200,13,1,8,2,1,0,17048,6.8,56,158,0,18,1,12,0,4,0,20370,7.2,66,233,0,1.0
145,NA1_4497012866,200,17,1,9,0,0,0,18119,6.8,68,217,1,13,5,9,2,0,0,17996,7.4,56,229,0,
146,NA1_4496545615,100,14,1,5,0,4,0,16372,6.8,81,178,0,18,1,10,0,4,0,17956,6.8,46,183,0,1.0
147,NA1_4486928286,200,12,2,2,0,0,0,14482,7.0,64,208,0,22,1,5,2,3,0,17302,7.2,56,252,0,1.0
148,NA1_4486914058,200,13,0,5,0,0,0,16216,6.8,55,198,0,13,4,12,1,6,0,19872,7.2,52,201,0,1.0
149,NA1_4486892558,200,13,4,5,0,2,0,15577,6.6,32,221,1,32,3,12,0,7,0,20502,7.2,44,245,0,
150,NA1_4495945871,100,16,2,9,1,3,0,17728,6.4,44,200,1,15,3,8,0,6,0,17420,7.0,48,223,0,
151,NA1_4495929896,200,45,1,10,0,1,0,19048,7.4,52,217,1,11,6,11,1,3,0,18022,7.2,52,201,0,
152,NA1_4495917972,100,15,5,1,0,4,0,16175,7.4,64,247,0,14,2,3,1,0,0,15263,7.0,68,223,0,1.0
153,NA1_4495904484,200,13,1,5,0,3,0,16325,6.6,76,169,0,17,1,9,1,5,0,19270,7.2,44,242,0,1.0
154,NA1_4477682800,100,14,3,2,0,0,0,15089,6.8,46,248,0,15,1,3,1,1,0,14714,6.8,64,186,0,1.0
155,NA1_4477564554,100,16,1,9,1,2,0,17447,6.8,62,187,0,15,2,11,1,4,0,19455,6.8,65,198,0,1.0
156,NA1_4477569820,100,35,5,10,2,0,0,18398,7.4,68,209,1,34,2,6,0,1,0,16425,7.0,56,205,0,
157,NA1_4477414362,100,12,3,8,1,5,0,18941,7.2,64,240,0,15,2,4,1,1,0,16180,6.8,63,220,0,1.0
158,NA1_4475779765,100,16,2,15,0,5,1,21167,6.8,56,204,1,16,2,10,0,3,0,18594,6.8,35,190,0,
159,NA1_4475771486,200,19,3,5,0,3,0,17262,6.8,58,233,0,18,3,5,1,3,0,15589,6.6,52,203,0,1.0
160,NA1_4474477605,200,34,1,3,0,1,0,15123,6.4,44,199,0,15,5,11,1,8,1,21438,7.2,53,221,0,1.0
161,NA1_4474474509,100,12,2,5,0,2,0,17237,6.8,69,219,1,17,3,7,1,3,0,16684,6.8,42,206,0,
162,NA1_4474461331,100,18,2,9,0,2,0,17524,6.8,41,187,0,18,4,13,0,2,0,19074,7.0,46,217,0,1.0
163,NA1_4474427212,100,22,7,9,1,4,0,19772,7.0,56,218,0,13,3,10,1,1,0,17230,7.0,52,206,0,1.0
164,NA1_4474442924,200,60,2,5,1,3,0,15617,6.6,48,174,1,18,5,9,0,5,0,18104,7.2,47,194,0,
165,NA1_4474376863,200,14,1,5,0,2,0,16109,7.2,56,199,0,17,0,6,0,4,0,17473,7.0,52,234,0,1.0
166,NA1_4474364984,200,16,4,5,1,0,0,15186,6.8,61,185,1,17,4,8,0,2,0,18449,7.4,62,233,0,
167,NA1_4474362553,100,55,3,10,0,4,0,18298,7.0,46,218,1,16,1,4,0,0,0,15061,6.8,56,169,0,
168,NA1_4474328826,100,21,1,11,1,5,1,20244,6.8,48,223,1,9,1,7,0,1,0,17546,7.2,68,207,0,
169,NA1_4474295666,100,11,4,4,2,1,0,14204,6.6,43,181,0,16,2,9,0,3,0,17788,7.2,51,214,0,1.0
170,NA1_4487253098,200,10,1,2,0,4,0,15599,6.6,76,230,0,12,3,7,2,3,0,17549,7.0,54,216,0,1.0
171,NA1_4474835102,200,16,0,2,0,3,0,14806,6.4,53,224,0,11,6,7,1,3,0,17909,7.0,54,256,0,1.0
172,NA1_4474862013,200,12,0,3,0,1,0,13536,5.6,45,164,0,15,1,12,1,7,0,19792,7.0,61,225,0,1.0
173,NA1_4474776799,100,16,1,13,1,0,0,18419,7.0,54,218,0,10,3,6,0,2,0,16689,6.4,47,216,0,1.0
174,NA1_4474759628,100,14,1,10,2,3,0,18464,7.2,60,224,1,9,1,3,0,1,0,15765,7.2,64,206,0,
175,NA1_4474752581,200,13,2,3,1,2,0,15383,6.8,64,211,0,17,3,3,0,3,0,16357,7.0,60,242,0,1.0
176,NA1_4474676666,200,14,0,4,0,1,0,15591,6.6,51,208,0,26,1,8,1,2,0,18788,7.6,56,238,0,1.0
177,NA1_4474616141,100,16,1,1,1,2,0,14652,7.0,56,242,1,17,3,7,1,2,0,17345,7.0,56,234,0,
178,NA1_4474620012,100,91,4,9,1,3,0,19257,7.2,68,249,1,16,1,6,0,0,0,16849,7.0,68,202,0,
179,NA1_4474523168,200,16,3,4,0,1,0,16138,6.6,51,249,0,14,2,11,1,2,0,18670,7.2,71,232,0,1.0
180,NA1_4481014977,100,17,4,4,1,2,0,16094,7.2,68,232,0,14,3,3,1,2,0,16183,7.2,72,245,0,1.0
181,NA1_4479327103,100,9,4,3,0,1,0,16286,7.0,56,255,0,20,2,3,0,1,0,16535,7.0,72,238,0,1.0
182,NA1_4479322875,200,12,3,12,0,2,0,19389,7.0,56,200,0,16,1,9,1,3,0,17338,6.6,48,196,0,1.0
183,NA1_4477525326,100,13,2,12,0,2,0,19988,6.8,50,221,1,38,1,14,1,4,0,21496,7.0,77,226,0,
184,NA1_4477516475,200,11,2,10,0,4,0,19528,7.0,43,235,1,52,1,9,0,1,0,17796,6.8,48,178,0,
185,NA1_4469782820,200,14,1,8,0,2,0,16768,6.8,41,180,0,10,2,8,0,2,0,17752,6.8,58,208,0,1.0
186,NA1_4469696847,100,18,3,10,1,2,0,18296,6.8,52,209,0,12,1,15,0,4,0,21321,7.2,48,203,0,1.0
187,NA1_4469692053,100,20,1,14,1,5,0,20679,7.2,56,202,1,12,0,4,0,0,0,14912,6.6,44,193,0,
188,NA1_4468929654,200,14,6,6,0,3,0,17252,6.6,54,212,1,17,2,0,1,3,0,14609,6.8,53,252,0,
189,NA1_4468783691,100,12,2,6,0,2,0,16897,6.8,52,207,0,12,0,11,1,1,0,18379,7.0,48,201,0,1.0
190,NA1_4503405893,100,11,3,10,1,5,0,19401,7.2,72,226,0,11,4,8,0,1,0,17140,6.8,51,206,0,1.0
191,NA1_4503376728,200,12,2,3,0,2,0,15579,7.2,72,209,1,18,1,5,2,3,0,16870,6.8,72,185,0,
192,NA1_4503370958,100,20,2,6,0,2,0,16285,7.2,72,218,0,13,3,11,1,2,0,18408,6.8,54,181,0,1.0
193,NA1_4502544583,100,4,0,2,0,0,0,6415,3.0,12,55,1,2,0,0,0,0,0,5172,2.6,28,36,0,
194,NA1_4502538305,200,15,3,3,2,3,0,15523,6.8,55,229,0,13,1,5,0,1,0,15859,6.6,43,172,0,1.0
195,NA1_4502535796,200,15,3,3,0,3,0,15156,6.6,48,196,0,18,3,6,1,4,0,17845,7.0,63,238,0,1.0
196,NA1_4501209559,200,20,1,9,0,3,0,18397,7.2,68,227,1,19,1,9,1,2,0,18320,7.2,60,222,0,
197,NA1_4500485889,100,18,3,9,2,3,0,18864,7.2,52,238,1,60,1,1,0,1,0,14396,6.4,60,199,0,
198,NA1_4500460006,200,14,1,7,0,2,0,16461,6.8,56,179,0,11,0,6,2,4,0,17782,7.2,68,229,0,1.0
199,NA1_4500427397,200,20,0,7,0,4,0,17808,7.4,58,223,0,58,1,3,1,2,0,15709,7.0,72,213,0,1.0
200,NA1_4506766275,200,10,2,6,0,0,0,16128,6.6,39,168,1,194,4,15,1,7,1,21225,6.6,44,184,0,
201,NA1_4504045378,100,12,3,5,0,3,0,16934,6.8,60,226,1,22,2,6,1,2,0,16826,6.8,49,196,0,
202,NA1_4504014452,200,18,4,4,0,0,0,14953,6.4,28,187,0,15,3,14,2,0,0,21278,7.0,68,219,0,1.0
203,NA1_4503876043,100,16,2,10,0,2,0,18436,6.8,56,208,1,14,2,5,2,3,0,16350,6.8,64,188,0,
204,NA1_4503837098,100,13,6,10,0,2,0,18896,7.4,68,206,1,16,0,7,0,1,0,16762,7.2,60,194,0,
205,NA1_4503814906,200,15,2,7,1,1,0,15939,6.0,44,166,0,20,2,9,1,7,2,19789,7.2,60,250,0,1.0
206,NA1_4503705357,100,11,5,5,1,1,0,16383,7.0,47,220,0,24,3,3,1,1,0,15505,7.0,68,225,0,1.0
207,NA1_4503689880,100,16,3,13,0,5,0,21874,7.4,76,202,1,12,3,10,1,1,0,18472,6.8,56,179,0,
208,NA1_4503238519,200,17,4,6,2,2,0,17206,7.0,66,199,0,14,3,10,0,1,0,18950,7.4,68,228,0,1.0
